Kind,Race,Name,Description,Level,Frequency,Difficulty,Challenge,Size,Material,Weight,Speed,Defence,Strategy,Flags,STR,DEX,CON,INT,WIS,CHA
pudding,,giant shoggoth,,36,1,38,1935,huge,vegetable,200000,"5,0",33,attack,,24,4,22,4,8,3
pudding,,green slime,,7,1,9,160,large,vegetable,4000,"2,0",17,attack,,16,5,15,1,6,1
pudding,,grey ooze,,3,3,4,13,medium,vegetable,5000,"1,5",15,attack,,12,6,16,1,6,2
pudding,,mouldy pudding,,12,1,13,176,medium,vegetable,5000,"2,0",17,attack,,15,5,15,1,5,1
pudding,,shoggoth,,26,1,31,1242,large,vegetable,25000,"5,0",28,attack,,20,5,19,2,8,3
pudding,,tar pudding,"A pudding of black, viscid tar that oozes and smoulders at once; anything it swallows comes out cindered.",20,1,23,660,large,vegetable,9200,"2,0",22,attack,,16,5,16,1,6,1
quadruped,,ashen cave bear,"A cave bear whose pelt has gone grey as cinders, hardened by years sheltered in a live volcano's roots.",11,1,13,190,large,animal,155000,"3,7",16,defend,,21,10,17,2,13,7
quadruped,,baluchitherium,,28,2,29,977,huge,animal,800000,"3,7",20,attack,,18,12,16,3,6,5
quadruped,,bull,,23,1,24,754,large,animal,150000,"5,0",15,defend,DOMESTIC,20,11,17,3,6,5
quadruped,,catoblepas,,10,1,12,198,large,animal,30000,"2,0",12,attack,,11,12,11,3,7,6
quadruped,,cave bear,,9,1,11,134,large,animal,150000,"3,7",15,defend,,20,10,16,2,13,7
quadruped,,cow,,7,2,8,50,large,animal,140000,"2,5",13,escape,DOMESTIC,15,11,15,3,6,5
quadruped,,elephant,,35,1,37,1245,huge,animal,1100000,"3,7",18,attack,,24,9,25,3,6,7
quadruped,,giant badger,,2,1,4,5,medium,animal,11000,"3,7",14,attack,,13,11,12,3,6,5
quadruped,,goat,,4,1,6,17,medium,animal,7000,"3,7",13,defend,DOMESTIC,15,12,13,3,6,5
quadruped,,juggernaut,Beware this clockwork machine of war.,33,1,34,1181,gargantuan,animal,1200000,"2,5",13,attack,,25,10,24,5,6,8
quadruped,,lamb,,1,2,2,2,small,animal,2000,"3,7",10,escape,DOMESTIC,8,10,7,3,5,5
quadruped,,leocrotta,,13,2,15,205,large,animal,22000,"5,0",17,attack,,18,14,14,3,6,5
quadruped,,mangler,,18,1,20,423,large,animal,20000,"2,5",12,attack,,16,12,15,3,6,5
quadruped,,mastodon,,29,1,31,991,huge,animal,1400000,"3,7",16,attack,,22,9,21,3,6,5
quadruped,,mumak,,7,1,10,138,huge,animal,1000000,"2,5",21,attack,,24,9,21,3,6,5
quadruped,,pig,,5,2,6,10,medium,animal,10000,"3,7",10,escape,DOMESTIC,13,11,12,3,9,5
quadruped,,rothé,,2,4,4,5,large,animal,12000,"2,5",13,attack,,12,11,10,3,6,6
quadruped,,scramper,,3,1,6,16,large,animal,4000,"2,5",12,attack,,10,13,10,4,7,6
quadruped,,sheep,,3,2,5,10,medium,animal,9000,"3,7",11,escape,DOMESTIC,12,12,9,3,6,5
quadruped,,squealer,,6,1,9,74,large,animal,4000,"2,5",13,attack,,10,13,10,4,7,6
quadruped,,titanothere,,26,2,27,935,huge,animal,300000,"3,7",15,attack,,18,9,18,3,6,5
quadruped,,wumpus,,16,1,18,370,large,animal,25000,"2,0",18,attack,,14,10,14,3,7,5
robot,robot,robot,Bipedal mechanical automatons with nearly unbounded artificial intelligence. Powered by a molten core engine that requires a constant supply of raw metals and is susceptible to water damage.,0,0,0,0,medium,iron,15000,"4,5",11,attack,BASE,10,10,10,10,10,10
robot,robot,robot female,"A humanoid automaton, articulated at every joint, still carrying out whatever it was last told to do.",7,2,9,58,medium,iron,15000,"4,5",12,attack,,14,13,13,11,11,9
robot,robot,robot sentry,"It was built to stand in one place and stop things, and it is still doing exactly that long after the builders left.",9,1,11,92,medium,iron,18000,"2,0",15,defend,,14,10,16,12,12,6
robot,robot,robot singer,"It sings the same three phrases in a voice that used to belong to somebody, and it will not be interrupted.",8,1,10,74,medium,iron,14000,"4,5",11,attack,,9,12,10,12,11,16
rodent,,albino rat,"A sewer rat gone pure white and pink-eyed, blind from generations in unlit tunnels.",1,1,2,4,tiny,animal,200,"3,7",11,attack,,8,14,6,3,9,5
rodent,,almiraj,"A hare with a single straight horn, and no sense whatever of how small it is.",4,5,3,35,tiny,animal,500,"4,0",13,attack,,9,13,6,3,6,5
rodent,,black rat,,2,1,3,8,tiny,animal,400,"5,0",11,attack,DOMESTIC,7,14,5,3,7,5
rodent,,giant hamster,"A rodent the size of a dog, cheek pouches bulging with whatever it last found on the floor.",1,2,2,2,small,animal,900,"2,0",11,attack,,7,10,9,2,6,7
rodent,,giant rat,,1,2,2,2,tiny,animal,300,"2,5",11,attack,,8,14,6,3,7,5
rodent,,hellrat,,5,1,7,39,tiny,animal,200,"5,0",11,attack,,12,14,11,6,9,6
rodent,,pack rat,,4,1,3,20,tiny,animal,600,"5,0",11,defend,DOMESTIC,9,15,5,3,7,5
rodent,,rabbit,,0,2,1,4,tiny,animal,400,"5,0",12,escape,DOMESTIC,7,12,5,3,7,5
rodent,,rabid rabbit,,2,1,2,7,tiny,animal,400,"3,7",12,defend,,8,10,4,2,5,4
rodent,,rabid rat,,3,1,3,12,tiny,animal,300,"5,0",13,attack,,9,11,4,2,5,4
rodent,,rat king,,6,1,8,287,small,animal,2000,"5,0",12,attack,DOMESTIC,11,13,12,7,9,16
rodent,,rock mole,,3,2,4,17,small,animal,300,"2,0",18,attack,,8,14,6,3,7,5
rodent,,sewer rat,,0,1,1,1,tiny,animal,200,"3,7",11,attack,,8,14,5,3,7,5
rodent,,woodchuck,,3,1,4,17,small,animal,300,"2,5",18,defend,,9,15,6,3,8,5
satyr,satyr,satyr,"Fey creatures linked by powerful nature spirits to fuel their antics. They are stocky with furry lower bodies, cloven hooves of a goat and curled horns of a ram. Ribald and clever, they cheerfully lead hedonistic escapades of drinking, dancing and fighting.",0,0,0,0,medium,animal,17000,"5,0",10,attack,BASE,10,10,10,10,10,10
snake,,asphynx,,28,1,26,768,small,animal,1000,"5,0",23,attack,,11,15,12,4,8,5
snake,,cobra,,13,1,15,253,medium,animal,2500,"5,0",18,attack,,11,15,10,3,7,5
snake,,frost cobra,"A cobra pale as hoarfrost, coiled in the ice caves where warm-blooded prey seeks shelter.",15,1,17,310,medium,animal,2500,"5,0",19,attack,,11,15,11,3,7,5
snake,,garter snake,,1,1,3,2,tiny,animal,500,"2,5",11,attack,,8,13,6,3,6,5
snake,,king cobra,,29,1,31,1010,medium,animal,2000,"5,0",24,attack,,12,15,11,3,8,5
snake,,melanistic moccasin,"A water moccasin gone jet black, all but invisible against a night-flooded cave pool.",6,1,9,55,small,animal,1500,"5,0",17,attack,,11,16,18,3,7,5
snake,,pit viper,,11,1,13,180,medium,animal,1000,"5,0",16,attack,,8,14,10,3,7,5
snake,,python,,6,1,8,52,large,animal,16000,"2,5",13,attack,,16,14,10,3,7,5
snake,,snake,,3,2,4,19,small,animal,1000,"5,0",13,attack,,10,14,8,3,7,5
snake,,water moccasin,,4,1,7,28,small,animal,1500,"5,0",15,attack,,10,14,18,3,7,5
spider,,barking spider,,3,1,5,17,small,animal,1000,"5,0",14,attack,,6,12,11,2,6,4
spider,,carrion crawler,,3,1,6,67,large,animal,80000,"3,7",15,attack,,6,11,12,2,6,4
spider,,cave spider,,1,3,3,2,tiny,animal,500,"3,7",16,attack,,5,12,9,2,6,4
spider,,centipede,,2,1,4,9,tiny,animal,500,"2,5",17,attack,,5,11,10,2,6,4
spider,,giant scorpion,,19,1,22,914,large,animal,16000,"5,0",24,attack,,11,9,13,2,7,4
spider,,giant spider,,5,1,7,39,large,animal,9000,"5,0",16,attack,,8,11,12,2,6,4
spider,,Lolth,,22,0,25,521,medium,animal,40000,"5,0",18,attack,UNIQUE,18,15,18,16,17,16
spider,,nickelpede,,13,1,15,201,medium,animal,15000,"2,5",20,attack,,9,9,11,2,6,4
spider,,pale cave spider,"A cave spider drained of all colour by lightless generations, hunting by web-thrum alone.",3,2,6,19,tiny,animal,500,"3,7",17,attack,,5,13,10,2,6,4
spider,,phase spider,,15,1,17,366,large,animal,9000,"3,7",21,attack,,12,13,12,3,8,4
spider,,recluse spider,,21,1,23,676,tiny,animal,500,"3,7",16,attack,,11,12,10,2,6,4
spider,,scorpion,,5,1,8,42,small,animal,500,"5,0",17,attack,,8,10,11,2,6,4
spider,,Scorpius,,22,0,25,414,large,animal,32000,"5,0",20,attack,UNIQUE,24,24,24,10,10,16
spider,,spider queen,,26,1,29,990,large,animal,32000,"5,0",15,attack,,21,14,21,6,10,18
tortle,tortle,tortle,"Tortoise-like nomadic survivalists who leave their birthplace, from the moment they can walk, to travel the world with the comfort and protection of home on their backs.",0,0,0,0,large,animal,45000,"3,5",15,attack,BASE,10,10,10,10,10,10
trapper,,glass piercer,,8,1,9,64,medium,animal,4000,"1,5",16,attack,,16,16,11,6,7,6
trapper,,iron piercer,,17,2,17,395,medium,animal,4000,"1,5",19,attack,,15,16,11,6,7,6
trapper,,lurker above,,22,2,24,649,huge,animal,60000,"2,0",23,attack,,16,15,15,6,8,6
trapper,,rock piercer,,3,4,4,10,small,animal,2000,"1,5",15,attack,,14,15,11,6,7,6
trapper,,trapper,,35,2,36,1210,huge,animal,60000,"2,5",27,attack,,17,15,16,6,8,6
troll,troll,black troll,,27,1,29,1184,large,animal,45000,"3,7",22,attack,,20,16,18,7,12,9
troll,troll,cave troll,,7,2,9,55,large,animal,30000,"3,7",15,attack,,16,12,15,7,10,6
troll,troll,ice troll,,20,1,21,560,large,animal,40000,"2,5",20,attack,,16,12,17,7,11,9
troll,troll,lava troll,"A troll that wandered too near a volcano and came out the other side wrong: its hide is cracked magma-rock, glowing at every seam.",29,1,31,1310,large,animal,46000,"3,7",22,attack,,20,16,18,7,12,9
troll,troll,olog-hai,,31,1,34,1247,large,animal,45000,"3,7",28,attack,,18,16,17,7,12,9
troll,troll,rock troll,,14,1,16,354,large,animal,50000,"3,7",20,attack,,16,12,17,7,11,9
troll,troll,troll,"Ravenous, predatory species of monstrous humanoid with a severe hunch that causes the backs of their hands to drag on the ground. Despite the awkward physical appearance, they are powerfully built and are infamous for their ability to rapidly recover from any wound to their rubbery hide.",0,0,0,0,large,animal,30000,"4,5",11,attack,BASE,10,10,10,10,10,10
troll,troll,two-headed troll,,23,1,25,781,large,animal,40000,"3,7",22,attack,,15,11,16,7,10,8
troll,troll,water troll,,11,1,13,180,large,animal,36000,"3,7",15,attack,,18,13,17,7,11,9
umber,,umber hulk,,9,2,12,149,large,animal,25000,"2,0",16,attack,,17,14,16,6,11,8
umber,,water hulk,,24,1,27,930,large,animal,24000,"2,5",16,attack,,17,14,17,6,11,8
vampire,,Count Dracula,,15,0,20,544,medium,animal,14500,"5,0",23,attack,UNIQUE,16,20,22,16,17,15
vampire,,fire vampire,,24,1,30,1185,medium,fire,20000,"5,0",15,attack,,15,20,16,11,12,11
vampire,,Krull,"Small, old, and patient. He has outlived every hunter who assumed that size was the point.",15,0,14,350,small,animal,9000,"5,0",16,attack,UNIQUE,12,15,14,9,10,8
vampire,,robot male vampire gunslinger,"Somebody built a machine, somebody else turned it, and a third party handed it a pistol. All three came to regret their part.",14,1,16,420,medium,iron,15000,"3,7",17,attack,,13,14,14,11,10,12
vampire,,star vampire,,28,1,33,1020,large,animal,30000,"5,0",21,attack,,16,18,18,11,12,10
vampire,,vampire,,15,2,17,477,medium,animal,14500,"3,7",18,attack,,12,14,14,10,10,11
vampire,,vampire king,,32,1,36,1094,medium,animal,17000,"5,0",27,attack,,16,17,16,16,15,16
vampire,,vampire lord,,22,2,24,703,medium,animal,16000,"3,7",20,attack,,14,16,14,12,12,13
vampire,,vampire mage,,20,1,26,746,medium,animal,14000,"3,7",21,attack,,11,16,14,15,17,10
vortex,,dust vortex,,6,2,8,47,huge,stone,0,"5,0",15,attack,,10,17,8,1,3,1
vortex,,energy vortex,,25,1,27,973,huge,electricity,0,"5,0",23,attack,,10,17,8,1,6,1
vortex,,fire vortex,,21,1,23,695,huge,fire,0,"5,0",22,attack,,10,17,8,1,3,1
vortex,,fog cloud,,3,2,4,20,huge,ether,0,"1,5",18,attack,,4,14,7,1,4,1
vortex,,ice vortex,,10,1,11,89,huge,ice,0,"5,0",15,attack,,10,17,8,1,3,1
vortex,,steam vortex,,15,2,17,374,huge,water,0,"5,0",20,attack,,10,17,8,1,3,1
vortex,,wind sphere,"A turning column of wind: enormous, empty, and impossible to hit anywhere that counts.",7,2,9,55,huge,air,0,"5,0",15,attack,,10,18,8,1,3,1
worm,,acid worm,,22,1,24,664,small,animal,300,"2,5",16,attack,,10,9,10,2,8,4
worm,,baby long worm,,12,1,13,184,medium,animal,6000,"2,0",16,attack,,6,8,8,2,5,3
worm,,baby purple worm,,12,1,13,184,medium,animal,6000,"2,0",16,attack,,6,8,8,2,5,3
worm,,bile worm,,3,2,3,21,gargantuan,animal,170000,"2,5",15,attack,HEAD,12,9,10,2,8,4
worm,,bile worm tail,,3,0,3,3,gargantuan,animal,170000,"2,5",19,attack,TAIL,6,9,10,1,1,1
worm,,bloodworm,,15,1,17,341,small,animal,300,"2,5",16,attack,,11,10,11,2,8,4
worm,,dung worm,,3,2,3,6,small,animal,1000,"2,5",16,attack,,11,9,10,2,8,4
worm,,frost long worm,"A long worm that burrows through permafrost, its segmented hide crusted with rime.",22,1,23,670,gargantuan,animal,200000,"2,0",17,attack,HEAD,14,9,13,2,8,4
worm,,giant slug,,0,3,1,3,medium,animal,5000,"3,0",10,attack,,6,8,12,3,4,3
worm,,larva,,1,2,1,2,medium,animal,300,"2,0",13,defend,,4,7,5,2,5,3
worm,,long worm,,20,2,21,580,gargantuan,animal,200000,"2,0",16,attack,HEAD,14,9,12,2,8,4
worm,,long worm tail,,20,0,1,8,gargantuan,animal,200000,"2,0",21,attack,TAIL,8,9,12,1,1,1
worm,,maggot,,2,2,2,4,small,animal,500,"2,5",16,attack,,8,9,10,2,8,4
worm,,phase worm,,35,1,37,1166,gargantuan,animal,250000,"4,5",21,attack,,22,18,22,8,8,4
worm,,purple worm,,24,2,26,833,gargantuan,animal,200000,"3,3",22,attack,HEAD,15,9,16,2,8,4
worm,,purple worm tail,,24,0,1,38,gargantuan,animal,200000,"2,5",23,attack,TAIL,8,9,14,1,1,1
worm,,rot worm,,1,1,2,10,small,animal,100,"2,5",16,attack,,6,9,6,2,6,3
worm,,tunnel worm,,13,1,14,207,medium,animal,6000,"2,5",15,attack,,12,10,12,2,9,4
wraith,,barrow wight,,10,1,13,208,medium,animal,16000,"3,7",15,attack,,6,16,16,12,14,15
wraith,,nazgul,,22,1,24,664,medium,animal,14500,"3,7",22,attack,,7,18,18,12,13,17
wraith,,wight,,14,1,17,326,medium,animal,12000,"3,7",19,attack,,10,14,15,10,11,13
wraith,,wraith,,5,2,7,84,medium,animal,0,"3,7",13,attack,,5,16,14,10,10,11
xan,,arc bug,,16,1,18,525,tiny,animal,150,"3,7",18,attack,,14,12,10,5,7,4
xan,,lightning bug,,21,1,23,749,tiny,animal,150,"3,7",20,attack,,18,12,11,5,7,4
xan,,spark bug,,11,1,13,199,tiny,animal,150,"3,7",16,attack,,10,12,10,5,7,4
xan,,xan,,10,3,12,167,tiny,animal,3000,"5,0",22,attack,,10,16,12,5,8,4
zombie,,bone reaper,"A skeleton picked clean by something worse than time; its bones are black at the joints, and its touch draws the warmth out of the living.",27,1,29,900,medium,bone,3000,"2,0",23,defend,,19,10,6,3,2,6
zombie,dwarf,dwarf zombie,,7,1,8,53,medium,animal,12000,"2,0",13,attack,,14,7,7,4,3,7
zombie,elf,elf zombie,,11,1,12,134,medium,animal,9500,"2,0",12,attack,,16,8,6,5,3,8
zombie,ettin,ettin zombie,,12,1,14,188,huge,animal,90000,"2,0",14,attack,,16,6,9,3,2,6
zombie,,ghast,,4,1,6,21,small,animal,4000,"3,3",11,attack,,11,8,7,6,4,8
zombie,,ghoul,,12,1,14,221,small,animal,9000,"4,5",17,defend,,11,8,7,6,5,8
zombie,,ghoul mage,,17,1,20,436,small,animal,8000,"3,7",16,defend,,10,11,7,16,18,8
zombie,,ghoul queen,,23,1,23,820,small,animal,10000,"3,7",25,defend,,14,18,11,19,19,21
zombie,giant,giant zombie,,13,1,15,203,huge,animal,100000,"2,0",14,attack,,16,6,10,3,2,5
zombie,gnome,gnome zombie,,2,1,4,6,small,animal,6000,"2,0",11,attack,,14,8,7,5,3,7
zombie,,gug,,21,1,24,667,medium,animal,18000,"5,0",15,defend,,15,11,13,4,3,7
zombie,human,human zombie,,9,1,10,87,medium,animal,13000,"2,0",11,attack,,13,8,6,5,3,8
zombie,kobold,kobold zombie,,0,1,1,1,small,animal,4000,"2,0",12,attack,,11,7,6,3,2,5
zombie,orc,orc zombie,,9,1,10,78,medium,animal,8500,"2,0",13,attack,,15,7,8,4,3,6
zombie,human,plague zombie,A shambling corpse wrapped in weeping buboes; the sickness that killed it did not stop working when it died.,11,1,12,128,medium,animal,13000,"2,0",11,attack,,13,8,6,5,3,8
zombie,,skeleton,,24,1,26,772,medium,bone,3000,"2,0",20,defend,,17,10,6,3,2,6
zombie,,zombietree,"A dead tree animated by rot and old malice, its bark split open where a jaw shouldn't be.",11,1,12,130,large,wood,25000,"1,5",13,attack,,17,4,14,3,4,3
