Stock,Type,Name,Appearance,Description,Armour,Weapon,Light,Storage,Material,Nutrition,Essence,Weight,Price,Rarity,Grade,Bundled,Utility
weapon,melee weapon,kanabo,studded samurai stick,,,mace: 2d5,,,iron,250,10,500,60,3,standard,FALSE,
weapon,melee weapon,katana,samurai sword,This is a sharp and curved single-edged blade with a circular guard and long grip.,,heavy blade: 1d10,,,iron,200,10,400,80,4,standard,FALSE,
weapon,melee weapon,katar,,,,unarmed combat: 1d5,,,iron,125,5,250,8,6,standard,FALSE,
weapon,melee weapon,khopesh,hooked sword,"A sickle-sword of the old kingdoms, its outer edge sharpened into a hook.",,heavy blade: 1d8,,,iron,250,10,500,20,8,standard,FALSE,
weapon,melee weapon,knife,,A small cutting utensil made of metal with a wooden handle.,,light blade: 1d3,,,iron,25,5,50,4,15,standard,FALSE,
weapon,melee weapon,long sword,,"A straight, double-edged and often cruciform blade.",,heavy blade: 1d8,,,iron,200,5,400,15,50,standard,FALSE,
weapon,melee weapon,mace,,A sophisticated bludgeon with a heavy iron head.,,mace: 1d6+1,,,iron,150,5,300,5,40,standard,FALSE,
weapon,melee weapon,Magistrator,,,,mace: 2d6+2,,,gold,0,0,600,1500,1,artifact,FALSE,
weapon,melee weapon,main gauche,,,light blade:1,light blade: 1d2,,,iron,25,10,50,4,10,standard,FALSE,
weapon,melee weapon,Masamune,,A righteous sword forged by a revered blacksmith many years ago who set out to hone his craft and to create the ultimate blade. The noble intent of its creator lingers in this weapon to cut down the wicked and protect the innocent.,,heavy blade: 4d4,,,iron,0,0,320,1500,0,artifact,FALSE,
weapon,melee weapon,Maulfrost,,,,hammer: 2d8+2,,,iron,0,0,1200,1400,1,artifact,FALSE,
weapon,melee weapon,mithril axe,,,,axe: 1d7+1,,,mithril,0,25,600,80,2,standard,FALSE,
weapon,melee weapon,mithril battle-axe,,,,axe: 2d6+1,,,mithril,300,25,600,400,2,standard,FALSE,
weapon,melee weapon,mithril gauntlets,,"A pair of gauntlets ringed with jagged knuckle-spikes, made to turn a punch into a wound.",,unarmed combat: 1d4+1,,,mithril,0,25,150,70,2,standard,FALSE,
weapon,melee weapon,mithril greatmace,,"A massive, mithril-shod maul, its head as large as a barrel stave.",,mace: 2d6+1,,,mithril,0,25,1500,600,2,standard,FALSE,
weapon,melee weapon,mithril greatsword,,,,heavy blade: 2d4+1,,,mithril,0,25,700,100,2,standard,FALSE,
weapon,melee weapon,mithril katana,samurai sword,,,heavy blade: 1d10+1,,,mithril,0,25,400,800,2,standard,FALSE,
weapon,melee weapon,mithril katar,,,,unarmed combat: 1d5+1,,,mithril,125,25,125,80,2,standard,FALSE,
weapon,melee weapon,mithril long sword,,,,heavy blade: 1d8+1,,,mithril,100,25,200,150,2,standard,FALSE,
weapon,melee weapon,mithril rapier,,,,medium blade: 1d6+1,,,mithril,0,25,300,400,2,standard,FALSE,
weapon,melee weapon,mithril sabre,,,,medium blade: 1d6+2,,,mithril,100,25,200,150,2,standard,FALSE,
weapon,melee weapon,mithril short sword,,,,medium blade: 1d6+1,,,mithril,75,25,150,100,2,standard,FALSE,
weapon,melee weapon,mithril two-handed sword,,,,heavy blade: 1d12+1,,,mithril,200,25,400,500,2,standard,FALSE,
weapon,melee weapon,morning star,,A mace that is spiked on its head.,,mace: 2d4,,,iron,600,5,1200,10,12,standard,FALSE,
weapon,melee weapon,Mournblade,,"Stormbringer's twin, forged of the same black iron. Where its sibling drinks blood, this blade drinks the mind, and those it does not kill outright it bends to serve a new master.",,heavy blade: 2d6,,,iron,0,0,420,1500,1,artifact,FALSE,
weapon,melee weapon,Muramasa,,The final sword forged by a once respected blacksmith who lost himself in the depths of the dungeon. His warped soul now inhabits this blade and lusts for blood. It is said that the one who wields this sword is coerced into cutting down friend and foe alike.,,medium blade: 2d4,,,iron,0,0,240,1000,0,artifact,FALSE,
weapon,melee weapon,nunchaku,,,,flail: 1d3+1,,,wood,75,10,150,20,4,standard,FALSE,
weapon,melee weapon,orcish short sword,crude short sword,,,medium blade: 1d5,,,iron,150,10,300,10,3,standard,FALSE,
weapon,melee weapon,plastic bat,toy bat,,,club: 1d4,,,plastic,0,15,120,5,0,standard,FALSE,
weapon,melee weapon,plastic hammer,toy hammer,,,hammer: 1d3,,,plastic,0,15,100,4,0,standard,FALSE,
weapon,melee weapon,plastic sword,toy sword,,,medium blade: 1d4,,,plastic,0,15,100,5,0,standard,FALSE,
weapon,melee weapon,quarterstaff,,A hardwood pole. It is an unassuming but formidable weapon in trained hands.,staff:1,staff: 1d6,,,wood,200,5,400,5,11,standard,FALSE,
weapon,melee weapon,rapier,,A thin and agile sword meant almost exclusively for thrusting.,,medium blade: 1d6,,,iron,150,5,300,40,10,standard,FALSE,
weapon,melee weapon,rose axe,,,,axe: 1d7,,,gold,300,15,600,96,1,standard,FALSE,
weapon,melee weapon,rose battleaxe,double-headed axe,,,axe: 2d6,,,gold,600,15,1200,480,1,standard,FALSE,
weapon,melee weapon,rose greatsword,,,,heavy blade: 2d4,,,gold,350,15,700,120,1,standard,FALSE,
weapon,melee weapon,rose long sword,,,,heavy blade: 1d8,,,gold,200,15,400,180,1,standard,FALSE,
weapon,melee weapon,rose rapier,,,,medium blade: 1d6,,,gold,150,15,300,480,1,standard,FALSE,
weapon,melee weapon,rose sabre,,,,medium blade: 1d6+1,,,gold,200,15,400,240,1,standard,FALSE,
weapon,melee weapon,rose short sword,,,,medium blade: 1d6,,,gold,150,15,300,120,1,standard,FALSE,
weapon,melee weapon,Runesword,,,,heavy blade: 1d6,,,iron,0,0,400,950,1,artifact,FALSE,
weapon,melee weapon,Runicorn Horn,,"The spiral horn of a unicorn, its magic bound permanently into the artifact rather than spent in a single burst.",,spear: 1d12+2,,,bone,0,0,250,1300,1,artifact,FALSE,
weapon,melee weapon,sabre,,A curved single-edged blade often used by cavalry.,,medium blade: 1d6+1,,,iron,200,5,400,20,17,standard,FALSE,
weapon,melee weapon,sai,,,light blade:1,light blade: 1d3,,,iron,30,10,60,15,4,standard,FALSE,
weapon,melee weapon,scalpel,,An extremely sharp little blade used for precise incisions.,,light blade: 1d3,,,iron,25,5,50,4,10,standard,FALSE,
weapon,melee weapon,scimitar,curved sword,This is a sword weapon with a long curved design.,,heavy blade: 1d8,,,iron,200,5,400,15,15,standard,FALSE,
weapon,melee weapon,Shillelagh,,"A gnarled druidic cudgel that hums faintly with the pulse of living wood, said to channel the life-force of the earth back into its wielder.",,club: 1d8+2,,,wood,0,0,300,1000,1,artifact,FALSE,
weapon,melee weapon,short sword,,A short and light double-edged blade.,,medium blade: 1d6,,,iron,150,5,300,10,8,standard,FALSE,
weapon,melee weapon,sickle,,,,light blade: 1d4+1,,,iron,125,5,250,3,3,standard,FALSE,
weapon,melee weapon,silver axe,,,,axe: 1d7,,,silver,360,15,720,40,2,standard,FALSE,
weapon,melee weapon,silver heavy hammer,,,,hammer: 2d4+1,,,silver,360,15,720,50,2,standard,FALSE,
weapon,melee weapon,silver long sword,,,,heavy blade: 1d8,,,silver,240,15,480,75,2,standard,FALSE,
weapon,melee weapon,silver mace,,,,mace: 1d6,,,silver,180,15,360,25,2,standard,FALSE,
weapon,melee weapon,silver rapier,,"A thin and agile sword meant almost exclusively for thrusting, its blade cast in silver and folded steel.",,medium blade: 1d6,,,silver,150,15,300,80,2,standard,FALSE,
weapon,melee weapon,silver sabre,,"A curved single-edged blade often used by cavalry, especially effective against creatures of the netherworld.",,medium blade: 1d6+1,,,silver,200,15,400,75,2,standard,FALSE,
weapon,melee weapon,silver short sword,,,,medium blade: 1d6,,,silver,180,15,360,50,2,standard,FALSE,
weapon,melee weapon,silver two-handed sword,,,,heavy blade: 1d12,,,silver,480,15,960,250,2,standard,FALSE,
weapon,melee weapon,stiletto,,,,light blade: 1d3,,,iron,25,5,50,4,5,standard,FALSE,
weapon,melee weapon,stone club,,,,club: 2d10,,,stone,1000,5,6000,30,3,standard,FALSE,
weapon,melee weapon,Stormbringer,,"A black rune-etched blade that whispers to its wielder, a hunger that is never sated. It drinks the life of whoever it cuts down, and the stolen years flow into the one who carries it.",,heavy blade: 2d8,,,iron,0,0,500,1600,1,artifact,FALSE,
weapon,melee weapon,Sunsword,,This powerful artifact blade glows with a holy fury that lights the area.,,heavy blade: 1d8,2,,iron,0,0,400,1500,1,artifact,FALSE,
weapon,melee weapon,thunder staff,crystal staff,,staff:1,staff: 1d7,,,crystal,400,50,800,500,4,standard,FALSE,
weapon,melee weapon,triplesword,,"A monstrous greatsword forged with three parallel blades fused along a single spine, each edge catching the light at a different angle.",,heavy blade: 1d16,,,iron,350,10,700,120,3,standard,FALSE,
weapon,melee weapon,tsurugi,long samurai sword,,,heavy blade: 1d16,,,iron,300,10,600,100,2,standard,FALSE,
weapon,melee weapon,two-handed sword,,"A heavy and long double-edged blade. Similar to a long sword, scaled-up specifically for two-handed usage.",,heavy blade: 1d12,,,iron,400,5,800,50,25,standard,FALSE,
weapon,melee weapon,Vajra,,"Indra's thunderbolt, forged to slay the asuras. Its wielder is proof against the storm, and every solid blow can arc into a crackling, stunning discharge.",,mace: 2d4+2,,,platinum,0,0,400,1300,1,artifact,FALSE,
weapon,melee weapon,Verimurus,,"A surviving portion of the legendary wall of Verimurus, an ancient elven city said to have lasted since time immemorial. However, not even the mightiest walls could withstand the endless onslaught of the dragons. Now the enchanted walls stand alone over the land that once held them.",hammer:8,hammer: 2d4,,,stone,0,0,5000,1350,1,artifact,FALSE,
weapon,melee weapon,Vorpal Blade,,,,heavy blade: 1d8,,,adamantine,0,0,400,1800,1,artifact,FALSE,
weapon,melee weapon,wakizashi,short samurai sword,"Like a smaller variant of the katana, often used as a side-arm.",,medium blade: 1d7,,,iron,150,10,300,40,4,standard,FALSE,
weapon,melee weapon,war club,,,,club: 2d5,,,wood,300,5,600,60,11,standard,FALSE,
weapon,melee weapon,war hammer,,A heavy iron hammer designed specifically for use in melee combat.,,hammer: 1d4+1,,,iron,250,5,500,5,25,standard,FALSE,
weapon,melee weapon,war maul,,"An enormous two-handed hammer, its iron head wide enough to crack shields and crush breastplates in a single swing.",,hammer: 2d6,,,iron,375,10,750,18,6,standard,FALSE,
weapon,melee weapon,Wepwawet's Fang,,"A curved funerary blade inlaid with gold, once carried by a pharaonic guardian charged with keeping the dead in their tombs.",,heavy blade: 1d10,,,gold,0,0,350,1200,1,artifact,FALSE,
weapon,melee weapon,worm tooth,,,,light blade: 1d2,,,bone,100,10,200,2,0,standard,FALSE,
weapon,melee weapon,yoyo,,"A grooved plastic disc on a length of string, wound to spin out and snap back at the flick of a finger.",,whip: 1d2,,,plastic,0,10,30,3,0,standard,FALSE,
weapon,melee weapon,Zweihänder,,A tremendous two-handed blade whose sheer momentum can bowl over anything caught in its swing.,,heavy blade: 3d6,,,iron,0,0,2000,1450,1,artifact,FALSE,
weapon,ranged missile,adamantine arrow,,,,bow: 1d6+1,,,adamantine,0,15,10,40,1,exotic,TRUE,
weapon,ranged missile,adamantine bullet,adamantine slug,,,firearms: 1d30,,,adamantine,0,4,5,75,0,exotic,TRUE,
weapon,ranged missile,adamantine crossbow bolt,,,,crossbow: 1d4+2,,,adamantine,0,15,10,40,1,exotic,TRUE,
weapon,ranged missile,arrow,,A projectile consisting of a wooden shaft with a sharp metal tip at its front and stabilising fins at its rear.,,bow: 1d6,,,iron,5,1,10,2,50,standard,TRUE,
weapon,ranged missile,bullet,metal slug,A pointed metal cylinder meant to be discharged from a firearm.,,firearms: 1d20,,,iron,5,2,5,5,0,standard,TRUE,
weapon,ranged missile,Creeping Sprout,,,,bow: 1d6,,,wood,0,0,15,600,1,artifact,TRUE,
weapon,ranged missile,crossbow bolt,,An iron projectile made up of a shaft with a sharpened square-pyramid tip.,,crossbow: 1d4+1,,,iron,5,1,10,2,45,standard,TRUE,
weapon,ranged missile,drow arrow,glossy arrow,,,bow: 1d7,,,mithril,5,2,10,2,13,standard,TRUE,
weapon,ranged missile,elven arrow,runed arrow,,,bow: 1d7,,,wood,5,2,10,2,25,standard,TRUE,
weapon,ranged missile,mithril arrow,,,,bow: 1d6+1,,,mithril,5,3,5,20,2,standard,TRUE,
weapon,ranged missile,mithril bullet,mithril slug,,,firearms: 1d25,,,mithril,5,4,3,45,0,standard,TRUE,
weapon,ranged missile,mithril crossbow bolt,,,,crossbow: 1d4+2,,,mithril,5,3,5,20,2,standard,TRUE,
weapon,ranged missile,orcish arrow,crude arrow,,,bow: 1d5,,,iron,5,1,10,2,15,standard,TRUE,
weapon,ranged missile,rocket,winged missile,,,firearms: 0,,,iron,250,15,500,200,0,standard,TRUE,
weapon,ranged missile,shotgun shell,plastic slug,,,firearms: 1d30,,,plastic,0,2,10,5,0,standard,TRUE,
weapon,ranged missile,silver arrow,,,,bow: 1d6,,,silver,6,2,12,10,2,standard,TRUE,
weapon,ranged missile,silver bullet,silver slug,,,firearms: 1d20,,,silver,5,3,5,15,0,standard,TRUE,
weapon,ranged missile,silver crossbow bolt,,,,crossbow: 1d4+1,,,silver,6,2,12,10,2,standard,TRUE,
weapon,ranged missile,ya,bamboo arrow,A long-shafted arrow with a distinctive tip.,,bow: 1d7,,,iron,5,1,10,4,10,standard,TRUE,
weapon,ranged weapon,adamantine bow,,,,bow: 1d4,,,adamantine,0,15,300,120,1,exotic,FALSE,
weapon,ranged weapon,assault rifle,large gun,,,firearms: 1d4,,,iron,200,25,400,350,0,standard,FALSE,
weapon,ranged weapon,auto shotgun,heavy barrelled gun,,,firearms: 1d4,,,iron,175,25,350,350,0,standard,FALSE,
weapon,ranged weapon,blowgun,,A long pipe meant for shooting darts through force of breath.,,dart: +1,,,wood,15,5,30,20,20,standard,FALSE,
weapon,ranged weapon,bow,,"A semi-rigid weapon made up of a notched wooden shaft with a drawstring attached to both ends, used to launch arrows.",,bow: +1,,,wood,150,5,300,60,24,standard,FALSE,
weapon,ranged weapon,crossbow,,"A horizontal, mechanically-aided bow and arrow with a shoulder stock.",,crossbow: +1,,,wood,250,5,500,40,45,standard,FALSE,
weapon,ranged weapon,Deagle,,,,firearms: 1d6,,,gold,0,0,500,1500,1,artifact,FALSE,
weapon,ranged weapon,drow bow,glossy bow,,,bow: +1,,,mithril,150,10,300,60,6,standard,FALSE,
weapon,ranged weapon,elven bow,runed bow,,,bow: +1,,,wood,150,10,300,60,12,standard,FALSE,
weapon,ranged weapon,elven hand crossbow,small horizontal bow,"A miniature crossbow of elven design, light enough to be drawn and fired one-handed without a stirrup.",,crossbow: +1,,,wood,100,10,200,60,6,standard,FALSE,
weapon,ranged weapon,Giantslayer,,,,sling: +1,,,wood,0,0,30,1000,1,artifact,FALSE,
weapon,ranged weapon,grenade launcher,mortar gun,,,firearms: 1d4,,,iron,300,25,600,400,0,standard,FALSE,
weapon,ranged weapon,Harbalest,,,,crossbow: 1d6,,,mithril,0,0,350,1350,1,artifact,FALSE,
weapon,ranged weapon,heavy machine gun,heavy gun,,,firearms: 1d4,,,iron,1000,25,5000,500,0,standard,FALSE,
weapon,ranged weapon,hunting rifle,long gun,,,firearms: 1d4,,,iron,150,25,300,150,0,standard,FALSE,
weapon,ranged weapon,orcish bow,crude bow,,,bow: 1d4,,,wood,150,10,300,60,12,standard,FALSE,
weapon,ranged weapon,pistol,small gun,A compact hand-held firearm.,,firearms: 1d2,,,iron,50,25,100,150,0,standard,FALSE,
weapon,ranged weapon,railgun,coiled gun,,,firearms: 2d6,,,iron,350,25,700,800,0,standard,FALSE,
weapon,ranged weapon,Ravenbow,,,,bow: 1d6,,,wood,0,0,300,1200,1,artifact,FALSE,
weapon,ranged weapon,rocket launcher,shoulder gun,,,firearms: 1d4,,,iron,750,25,1500,600,0,standard,FALSE,
weapon,ranged weapon,sawn-off shotgun,short barrelled gun,,,firearms: 1d3,,,iron,150,25,300,150,0,standard,FALSE,
weapon,ranged weapon,shotgun,long barrelled gun,"A two-handed firearm, steadied at the shoulder, often used in small game hunting. It packs quite a punch.",,firearms: 1d4,,,iron,175,25,350,200,0,standard,FALSE,
weapon,ranged weapon,sling,,"A leather pouch set between two cords, meant for launching small projectiles.",,sling: +1,,,leather,15,5,30,20,40,standard,FALSE,
weapon,ranged weapon,sling staff,,"A leather pouch mounted at the tip of a long wooden staff, letting the wielder put both arms into the throw.",,sling: +1,,,wood,125,10,250,35,20,standard,FALSE,
weapon,ranged weapon,sniper rifle,scoped long gun,,,firearms: 1d4,,,iron,250,25,500,800,0,standard,FALSE,
weapon,ranged weapon,submachine gun,compact gun,,,firearms: 1d4,,,iron,250,25,250,200,0,standard,FALSE,
weapon,ranged weapon,wheellock pistol,clockwork gun,"An early hand cannon that sparks its own charge with a spinning steel wheel, saving its user from carrying a lit match.",,firearms: 1d2,,,iron,75,10,150,200,3,standard,FALSE,
weapon,ranged weapon,yumi,long bow,"A tall, asymmetric bow.",,bow: +1,,,wood,150,5,300,60,2,standard,FALSE,
weapon,reach weapon,adamantine bident,exotic two-pointed polearm,,,polearm: 1d6+2,,,adamantine,0,15,500,100,1,exotic,FALSE,
weapon,reach weapon,adamantine lance,,,,lance: 1d6+1,,,adamantine,0,15,1800,200,1,exotic,FALSE,
weapon,reach weapon,adamantine poleaxe,angled poleaxe,,,polearm: 1d8+1,,,adamantine,0,15,1500,200,1,exotic,FALSE,
weapon,reach weapon,adamantine spear,,,,spear: 1d7+1,,,adamantine,0,15,350,120,1,exotic,FALSE,
weapon,reach weapon,bardiche,long poleaxe,"This is a pole weapon with a long, cleaver type blade.",,polearm: 2d4,,,iron,600,5,1200,7,2,standard,FALSE,
weapon,reach weapon,bec de corbin,beaked polearm,This is a pole weapon consisting of a modified hammer head and spike mounted atop a long pole.,,polearm: 1d8,,,iron,500,5,1000,8,2,standard,FALSE,
weapon,reach weapon,bill-guisarme,hooked polearm,"This weapon consists of a hooked chopping blade with several pointed projections mounted on a staff. The end of the cutting blade curves forward to form a hook. In addition, the blade has one pronounced spike straight off the top like a spear head and also a hook or spike mounted on the reverse side of the blade.",,polearm: 2d4,,,iron,600,5,1200,7,2,standard,FALSE,
weapon,reach weapon,bullwhip,,"A long, flexible leather thong. Unexpectedly sharp.",,whip: 1d4,,,leather,100,5,200,4,4,standard,FALSE,
weapon,reach weapon,Deadwood,,,,polearm: 2d6,,,iron,0,0,750,950,1,artifact,FALSE,
weapon,reach weapon,Demiurge,,"A staff of living, unworked rock. What shapes matter cannot itself be unmade.",,staff: 2d6,,,stone,0,0,600,1500,1,artifact,FALSE,
weapon,reach weapon,Drilanze,,"A wonder of dwarven ingenuity and craftsmanship, stolen and repurposed by orcs. Mounted on a long shaft, this tool is a formidable weapon on horseback or warg-back. The electrical current that powers its drill will occasionally discharge on whomever is willing to stand in the way of this monstrosity.",,lance: 2d6,,,iron,0,0,3600,1100,1,artifact,FALSE,
weapon,reach weapon,dwarvish spear,stout spear,"This compact, dwarvish manufactured spear is ideal for close quarters combat.",,spear: 1d6+1,,,iron,175,10,350,8,12,standard,FALSE,
weapon,reach weapon,elven spear,runed spear,Its high-quality elvish manufacture makes for an effective close combat weapon.,,spear: 1d7,,,wood,175,10,350,7,10,standard,FALSE,
weapon,reach weapon,fauchard,pole sickle,This is a curved blade put atop a long pole. The blade is moderately curved along its length with the cutting edge only on the concave side.,,polearm: 1d6,,,iron,300,5,600,5,3,standard,FALSE,
weapon,reach weapon,glaive,single-edged polearm,This weapon consists of a large blade on the end of a long pole. The blade is affixed in a socket-shaft configuration similar to an axe head.,,polearm: 1d6,,,iron,375,5,750,6,4,standard,FALSE,
weapon,reach weapon,gold trident,three-pointed polearm,,,polearm: 1d6+1,,,gold,250,15,500,40,2,standard,FALSE,
weapon,reach weapon,gold urumi,,"A sword whose blade is a long, flexible ribbon of metal, coiled like a belt when not in use.",,whip: 1d4,,,gold,100,15,200,32,2,standard,FALSE,
weapon,reach weapon,guisarme,pruning hook,This weapon consists of a single-edged blade on the end of a pole.,,polearm: 2d4,,,iron,400,5,800,5,3,standard,FALSE,
weapon,reach weapon,Gungnir,,"Odin's own spear, said never to miss its mark. Hurled at a foe it strikes true and returns to the hand that threw it, wreathed in a force no shield can turn aside.",,spear: 2d6+2,,,iron,0,0,500,1400,1,artifact,FALSE,zap:Blast:|/:0
weapon,reach weapon,halberd,angled poleaxe,This is a two-handed pole weapon consisting of an axe blade with a spike mounted on a long shaft.,,polearm: 1d8,,,iron,750,5,1500,10,4,standard,FALSE,
weapon,reach weapon,iron chain,,,,whip: 1d3,,,iron,600,10,1200,10,0,standard,FALSE,
weapon,reach weapon,lance,,A long thrusting polearm best suited to mounted combat.,,lance: 1d6,,,iron,900,5,1800,10,3,standard,FALSE,
weapon,reach weapon,Lashing Tongue,,This curious artifact somehow chastens those it strikes and submits them to your will.,,whip: 1d6,,,leather,0,0,200,1000,1,artifact,FALSE,
weapon,reach weapon,lucern hammer,pronged polearm,This hammer is a four-pronged head mounted atop a long polearm stick. It bears a long spike on its reverse and an even longer spike extending from the very top. It proves effective at puncturing or smashing armour as well as dismounting riders.,,polearm: 2d4,,,iron,750,5,1500,7,3,standard,FALSE,
weapon,reach weapon,mithril lance,,,,lance: 1d6+1,,,mithril,900,25,900,100,2,standard,FALSE,
weapon,reach weapon,mithril poleaxe,angled poleaxe,,,polearm: 1d8+1,,,mithril,0,25,1500,100,2,standard,FALSE,
weapon,reach weapon,mithril spear,,,,spear: 1d7+1,,,mithril,175,25,175,60,2,standard,FALSE,
weapon,reach weapon,mithril trident,three-pointed polearm,,,polearm: 1d6+2,,,mithril,0,25,500,50,2,standard,FALSE,
weapon,reach weapon,mithril whip,,,,whip: 1d4+1,,,mithril,50,25,100,40,2,standard,FALSE,
weapon,reach weapon,naginata,curved polearm,"A curved single-edged blade mounted on a long oaken shaft, prized by the warrior monks of the far east.",,polearm: 1d8,,,iron,350,10,700,30,4,standard,FALSE,
weapon,reach weapon,orcish spear,crude spear,,,spear: 1d5,,,iron,175,10,350,5,13,standard,FALSE,
weapon,reach weapon,partisan,vulgar polearm,This weapon consists of a spearhead mounted on a long wooden shaft with protrusions on the sides which aided in parrying sword thrusts.,,polearm: 1d6,,,iron,400,5,800,10,3,standard,FALSE,
weapon,reach weapon,ranseur,hilted polearm,The head of a ranseur consists of a spear-tip affixed with a cross hilt at its base.,,polearm: 2d4,,,iron,250,5,500,6,3,standard,FALSE,
weapon,reach weapon,rose bident,exotic two-pointed polearm,,,polearm: 1d6+1,,,gold,250,15,500,60,1,standard,FALSE,
weapon,reach weapon,rose spear,,,,spear: 1d6,,,gold,175,15,350,72,1,standard,FALSE,
weapon,reach weapon,rubber hose,,,,whip: 1d2,,,plastic,0,10,50,4,0,standard,FALSE,
weapon,reach weapon,scythe,curved polearm,Agricultural implement consisting of a long curving blade and fastened to an angled handle.,,polearm: 2d4,,,iron,375,5,750,6,2,standard,FALSE,
weapon,reach weapon,silver lance,,,,lance: 1d6,,,silver,900,15,2160,50,2,standard,FALSE,
weapon,reach weapon,silver spear,,,,spear: 1d6,,,silver,210,15,420,30,2,standard,FALSE,
weapon,reach weapon,spear,,,,spear: 1d6,,,iron,175,5,350,6,50,standard,FALSE,
weapon,reach weapon,spetum,forked polearm,This weapon consists of a long pole with a mounted a spear head and two projections at its base.,,polearm: 1d6+1,,,iron,250,5,500,5,3,standard,FALSE,
weapon,reach weapon,trident,three-pointed polearm,,,polearm: 1d6+1,,,iron,250,5,500,5,2,standard,FALSE,
weapon,reach weapon,Voltaic,,,,spear: 2d6+2,,,platinum,0,0,600,1200,1,artifact,FALSE,
weapon,reach weapon,voulge,pole cleaver,"This weapon is a curved blade attached to a pole by binding the lower two-thirds of the blade to the side of the pole, to form a sort of axe.",,polearm: 2d4,,,iron,625,5,1250,5,2,standard,FALSE,
weapon,thrown weapon,adamantine dagger,,,,light blade: 1d4+1,,,adamantine,0,15,100,80,1,exotic,TRUE,
weapon,thrown weapon,adamantine dart,,,,dart: 1d4+1,,,adamantine,0,3,10,15,1,exotic,TRUE,
weapon,thrown weapon,adamantine hatchet,,,,axe: 1d6+1,,,adamantine,0,15,350,120,1,exotic,TRUE,
weapon,thrown weapon,adamantine shuriken,throwing star,,,disc: 1d6+1,,,adamantine,0,15,10,100,1,exotic,TRUE,
weapon,thrown weapon,aklys,thonged club,,,club: 1d6,,,wood,75,5,150,4,16,standard,TRUE,
weapon,thrown weapon,boomerang,throwing stick,"A flat throwing weapon made of wood, often used for hunting.",,disc: 1d7,,,wood,25,10,50,20,15,standard,TRUE,
weapon,thrown weapon,chakram,throwing disc,,,disc: 1d8,,,iron,25,5,50,10,15,standard,TRUE,
weapon,thrown weapon,Chaoshammer,,,,hammer: 2d4,,,iron,0,0,1000,1200,1,artifact,TRUE,
weapon,thrown weapon,dagger,,"A long iron knife with a sharp tip, weighted for throwing.",,light blade: 1d4,,,iron,50,5,100,4,25,standard,TRUE,
weapon,thrown weapon,dart,,A small missile with a pointed tip meant for throwing.,,dart: 1d3,,,iron,5,1,10,2,55,standard,TRUE,
weapon,thrown weapon,drow dagger,glossy dagger,,,light blade: 1d5,,,mithril,50,10,100,5,4,standard,TRUE,
weapon,thrown weapon,elven chakram,runed disc,"A finely balanced throwing ring of wood-sheathed steel, prized by elven skirmishers for its silent flight.",,disc: 1d8+1,,,wood,20,10,40,12,4,standard,TRUE,
weapon,thrown weapon,elven dagger,runed dagger,This high-quality elven manufactured dagger is perfectly weighted for throwing.,,light blade: 1d5,,,wood,50,10,100,5,8,standard,TRUE,
weapon,thrown weapon,frag grenade,metal pineapple,,,firearms: 0,,,iron,150,15,50,100,0,standard,TRUE,
weapon,thrown weapon,frisbee,,A flat plastic disc that sails a surprisingly long way when flung with a flick of the wrist.,,disc: 1d2,,,plastic,0,10,20,3,0,standard,TRUE,
weapon,thrown weapon,gas grenade,metal canister,,,firearms: 0,,,iron,150,15,50,150,0,standard,TRUE,
weapon,thrown weapon,gold chakram,throwing disc,,,disc: 1d8,,,gold,25,15,50,80,2,standard,TRUE,
weapon,thrown weapon,gold dagger,,,,light blade: 1d4,,,gold,50,15,100,32,2,standard,TRUE,
weapon,thrown weapon,hatchet,throwing axe,,,axe: 1d6,,,iron,175,5,350,6,15,standard,TRUE,
weapon,thrown weapon,horseshoe,,,,disc: 1d5,,,iron,125,10,250,5,15,standard,TRUE,
weapon,thrown weapon,javelin,throwing spear,This is a light spear designed to be thrown by hand.,,spear: 1d6,,,iron,100,5,200,3,10,standard,TRUE,
weapon,thrown weapon,magic horseshoe,horseshoe,,,disc: 1d10,,,iron,250,50,250,50,2,standard,TRUE,
weapon,thrown weapon,mithril dagger,,,,light blade: 1d4+1,,,mithril,25,25,50,40,2,standard,TRUE,
weapon,thrown weapon,mithril dart,,,,dart: 1d3+1,,,mithril,5,2,5,10,2,standard,TRUE,
weapon,thrown weapon,mithril hatchet,throwing axe,,,axe: 1d6+1,,,mithril,0,25,350,60,2,standard,TRUE,
weapon,thrown weapon,mithril shuriken,throwing star,,,disc: 1d6+1,,,mithril,0,25,10,50,2,standard,TRUE,
weapon,thrown weapon,orcish chakram,crude disc,"A crudely hammered throwing disc with a jagged, uneven rim, more likely to tear than to cut cleanly.",,disc: 1d8,,,iron,30,10,60,6,10,standard,TRUE,
weapon,thrown weapon,orcish dagger,crude dagger,This crudely made blade is still an effective throwing weapon.,,light blade: 1d3,,,iron,50,10,100,3,10,standard,TRUE,
weapon,thrown weapon,poison dart,,A small missile with a reservoir of liquid delivered through a hollow pointed tip.,,dart: 1d2,,,iron,5,2,15,4,15,standard,TRUE,
weapon,thrown weapon,rose dagger,,,,light blade: 1d4,,,gold,50,15,100,48,1,standard,TRUE,
weapon,thrown weapon,rose hatchet,throwing axe,,,axe: 1d6,,,gold,175,15,350,72,1,standard,TRUE,
